timestamps,prices_0x,prices_augur,prices_basic-attention-token,prices_bitcoin,prices_bitcoin-cash,prices_chainlink,prices_compound-governance-token,prices_cosmos,prices_dai,prices_dash,prices_eos,prices_ethereum,prices_ethereum-classic,prices_kyber-network,prices_litecoin,prices_maker,prices_omisego,prices_orchid-protocol,prices_ripple,prices_stellar,prices_tezos,prices_zcash
2017-11-04,0.17647164939765106,16.5739,0.14110928708670534,7416.26795098255,629.1778386067617,,,,,274.26209274321695,1.0933957313190918,297.5173231052644,13.3008,0.9976383872609519,54.95874528484824,,6.33071,,0.202402,0.0267741,,225.371
2017-11-05,0.18222822937458816,16.9489,0.14033625747778614,7103.04608116249,605.3044806670371,,,,,279.2505827949647,0.9271391081868977,301.370794552855,14.3971,0.9826330876490581,55.475168826937264,,6.4943,,0.206486,0.028803,,229.263
2017-11-06,0.20210532585101457,16.9868,0.14215534646943712,7166.74137167631,617.208740057202,,,,,294.62496357076986,0.9492407360588954,295.23511338265723,13.854,1.012677205309965,61.470691020521194,,6.32622,,0.209832,0.0311055,,241.423
2017-11-07,0.22029617394732595,18.2883,0.14930987436364876,7461.82443491069,621.5965880227296,,,,,316.03825214740397,1.1324455546850918,308.9339866357258,14.0314,1.1027756474401544,62.517973982468874,,7.69083,,0.216912,0.0336619,,250.984
2017-11-08,0.23380698085235066,18.9647,0.16237143018706374,7186.29277509382,662.7085038214149,0.22537665242356383,,,,328.32897121829893,1.178428993343509,322.32952048358885,14.2022,1.16583065362489,64.5375766485281,,8.07326,,0.217419,0.0403797,,260.859
2017-11-09,0.19913953842950813,17.6785,0.14091902423905026,6656.83969350681,1010.5177380499691,0.189036422857878,,,,331.53360680506034,1.035242780200748,301.3549333527746,14.4839,1.1893267128830778,59.37131833520768,,6.98022,,0.206187,0.0329438,,238.099
2017-11-10,0.19816774636711484,17.8847,0.13717244956910785,6365.39785208573,1366.2731163172234,0.18122267085020952,,,,349.0042511674334,1.1512905599553669,316.2583419604271,19.0696,1.1493685416742232,62.612170346646835,,7.27407,,0.210117,0.0329456,,252.649
2017-11-11,0.18369859375351744,17.0294,0.12957643248712894,5866.51312938529,1539.1276356593708,0.1700132017426718,,,,542.277443191616,1.0921024864728899,314.1661277072687,15.388,1.0845458378154333,58.91611214722563,,6.50313,,0.196401,0.027594,,251.548
2017-11-12,0.1922567593549711,18.2394,0.1420080002639041,6423.09140246102,1363.997066831071,0.1806910270317246,,,,426.7526696237506,1.1637326859637465,315.34395637188766,16.0413,1.0862422621116914,61.163041836811004,,7.55338,,0.203654,0.0306314,,266.189
2017-11-13,0.200606768774311,18.9052,0.147335840215152,6652.21677956026,1284.95636582899,0.184052414487514,,,,428.520109157301,1.64900640335329,338.937627406501,17.8774,1.09987702956315,63.3379907268478,,7.80713,,0.20995,0.0370782,,271.812
2017-11-14,0.198831569613784,19.317,0.14395780521085,7297.66883633256,1223.41310121399,0.190234703697849,,,,426.681186124684,1.66824289790906,334.286932546348,17.5647,1.04675938742256,63.8863154197145,,7.71461,,0.212758,0.037343,,290.439
2017-11-15,0.188456728027861,19.695,0.165389537038295,7814.9444036566,913.788359157508,0.168815435262205,,,,416.229873116237,1.61709189446475,330.021315646911,16.8926,1.07942802296344,71.4273855757988,,7.10285,,0.223418,0.0369033,,295.448
2017-11-16,0.184128682094634,19.3171,0.161849938275628,7783.54246476388,1167.93702534977,0.157111951079117,,,,426.616118720666,1.74819916924385,333.351255037181,17.2728,4.51230892525829,67.905772479759,,7.48154,,0.227181,0.0358919,,291.518
2017-11-17,0.2048465518269,19.775,0.162946540979506,7827.63146946899,1249.33061877165,0.170396872923389,,,,454.326643016726,1.93486178201793,348.74721545667,17.7872,1.12754067401335,69.800760524238,,7.95927,,0.228036,0.0364506,,298.664
2017-11-18,0.19652606957148,20.2201,0.161174610596424,8011.14742989044,1171.02403722663,0.161562072015449,,,,440.299238454337,1.87349552746597,353.43572964676,17.9584,1.09854542888196,71.4513280779582,,7.87684,,0.230733,0.036351,,298.473
2017-11-19,0.200002601659955,21.0953,0.158782344654488,8220.50996617654,1227.9476908107,0.161699324563346,,,,480.753301942042,2.0053691902884,365.786815977961,18.4596,1.09028231931164,72.2676667411913,,8.11645,,0.239804,0.0384628,,301.959
2017-11-20,0.193372207256362,21.1109,0.154859896982822,8114.13367954416,1177.72062283976,0.15534024599226,,,,489.793700262807,1.89235895759924,361.055822571048,17.7776,1.07456812531376,70.0221180090943,,7.66669,,0.232854,0.037661,,290.794
2017-11-21,0.229485524684462,25.0494,0.168603664749282,8257.12389528835,1308.66635512472,0.171994652205768,,,,581.033635933772,1.90668336002399,379.409057274538,18.0462,1.13243330926905,71.9778248402716,,7.9186,,0.238634,0.0417945,,316.744
2017-11-22,0.218290602121217,26.1028,0.159250863017566,8117.66434762603,1648.17295470539,0.166836303540755,,,,570.781601745228,1.92299917179336,412.557611501513,18.3589,1.08793848413751,73.9657164417569,,7.77054,,0.245077,0.0416848,,315.417
2017-11-23,0.233745222035951,28.6703,0.161475794578354,8278.12843633886,1664.51378999592,0.193630018866783,,,,568.343115118013,1.88398746890671,475.002014978137,21.7633,1.08579755667258,77.815844012253,,7.60499,,0.24466,0.0402574,,340.973
2017-11-24,0.229907159645438,28.383,0.165426276442523,8743.1593779107,1583.8957544167,0.181614185954014,,,,648.172121314541,2.02622773791842,467.446390045639,21.9044,1.1259078927112,89.4923221207529,,8.68596,,0.253218,0.0435667,,345.195
2017-11-25,0.231220010156143,27.4366,0.175882288215535,9342.98864142167,1702.728284074,0.180970294760191,,,,631.34709020591,2.51948575307258,468.998099373249,22.0009,1.36637348221445,86.6839563567479,,8.47942,,0.249117,0.0483641,,339.819
2017-11-26,0.237080598425352,29.0353,0.189445833623116,9831.40292992241,1639.94701460765,0.185539034791525,,,,640.316681685886,2.8588740537541,484.362624150733,26.0035,1.24870377244208,91.9976681925344,,9.4909,,0.253946,0.0595806,,343.953
2017-11-27,0.233216416830549,28.4793,0.201226880054058,10257.0674169803,1574.39213852967,0.182857171612691,,,,639.56550691237,2.8173794039249,474.182894748523,33.9517,1.21798389451229,97.4689888557752,,9.32979,,0.298582,0.0813471,,368.587
2017-11-28,0.194276633160408,24.366,0.155704386345659,9875.89230818829,1346.02650966652,0.148182604698864,,,,682.966918342984,2.70703030665645,428.345443336342,24.703,1.03539476384719,85.8439541158924,,7.8265,,0.240521,0.0661995,,303.566
2017-11-29,0.196265024571991,26.1134,0.165904424517939,10406.18772373,1420.75315777073,0.176531012243321,,,,798.804145546485,2.86298699376262,454.160981519821,28.3112,1.10859358946696,90.5163120674255,,8.18166,,0.250447,0.07252,,311.802
2017-11-30,0.203420745495299,26.4075,0.178831374043818,10995.7235531179,1471.9249218178,0.179304957670163,,,,803.670732930385,3.23311366083721,469.863479570669,30.8498,1.10513563897978,99.6211577142234,,8.83052,,0.255387,0.0888267,,332.713
2017-12-01,0.215230330078338,28.7204,0.173380161579692,11162.5450307617,1459.12254424107,0.209550265158311,,,,791.654445473722,3.96217515171388,469.857050536754,30.8527,1.08796252431061,101.336077164893,,9.32228,,0.255487,0.0946588,,328.108
2017-12-02,0.212265596387873,35.3115,0.170699785104977,11256.7018287538,1561.01962809023,0.23258135609056,,,,767.940329064847,3.62580602039821,461.880481908051,30.3495,1.1548814406525,101.043499305462,,9.27886,,0.251969,0.0891887,,322.628
2017-12-03,0.22670006586928,36.4492,0.193526020854315,11634.9849554034,1576.25424068722,0.230275636693036,,,,777.524744928117,3.9513691248371,472.252735495896,30.3109,1.27398073623891,103.458673491068,,10.1541,,0.252982,0.0966059,,328.71
2017-12-04,0.226351117491957,35.7569,0.235038171166298,12174.2537397926,1537.57792620126,0.304149551009681,,,,760.822229681468,4.36981100608605,467.016662982671,30.5557,1.49182784142792,105.504082574865,,10.0939,,0.245933,0.124942,,325.939
2017-12-05,0.288008819305434,32.3549,0.220657147294792,13876.4735794148,1364.52208890363,0.307720741757842,,,,727.642259945068,4.79394851908469,448.328222164605,28.875,1.41579578459732,97.6653913097076,,9.0363,,0.23525,0.159607,,336.423
2017-12-06,0.280708703630343,27.3689,0.186671911645924,18491.1815542282,1420.16015518061,0.282465615917081,,,,750.224677718849,4.33334740144836,451.825581860168,26.8535,1.35623739744599,102.930808623126,,7.88593,,0.222823,0.13662,,308.882
2017-12-07,0.278704113879915,29.9048,0.191968547896719,16908.0049521112,1499.39695260629,0.254712831478248,,,,745.072077256297,4.33345712494896,467.881662612901,29.6805,1.37085794238317,126.387005489232,,8.43078,,0.251643,0.137562,,328.928
2017-12-08,0.245699610207383,28.9953,0.187699388766494,15266.4263894651,1448.90164311988,0.242284360365337,,,,739.486912928235,4.09009363051304,482.035518858509,28.7024,1.32937081192566,156.102445307372,,8.50666,,0.244248,0.134882,,310.401
2017-12-09,0.232645918613116,28.2347,0.178457822125135,15808.5098961544,1348.8774131907,0.259557802158669,,,,698.997069136139,3.80431052052503,446.691058078548,26.56,1.22234419456452,151.323775255091,,7.9909,,0.238779,0.118012,,291.83
2017-12-10,0.2393663319162,30.3269,0.213164714787665,17106.5051488871,1437.2175253178,0.268703181549668,,,,774.031775589363,4.37697692898909,509.000876237775,27.4603,1.30605016243288,218.514309118168,,8.99187,,0.250616,0.143594,,318.337
2017-12-11,0.259747305482519,34.1943,0.25032536591881,17249.920214656,1616.72438357319,0.230286807722069,,,,911.295041648474,5.42446916628897,661.841332287634,30.2782,1.30700897261667,320.907411291884,,10.3041,,0.379427,0.158183,,373.749
2017-12-12,0.349487505111087,34.905,0.236784205420432,16525.0444892988,1624.64437692061,0.262713397665542,,,,888.242341024932,7.20262936494958,709.883193572531,29.8573,1.28503490837598,305.277042325734,,10.6907,,0.478039,0.149017,,409.71
2017-12-13,0.3909553883416,36.4718,0.243138858208154,16865.3616648753,1970.53572473901,0.326835240155564,,,,961.050640298981,8.50135095852028,704.621843737326,31.8625,1.66861470375636,277.659994783501,,11.3574,,0.865028,0.17978,,519.653
2017-12-14,0.367077108418738,36.3617,0.237117734996044,17978.6305581344,1838.4358877205,0.323869762230607,,,,914.280211947692,8.0609730846578,693.09706413276,32.2763,1.57985552358185,303.106108110488,,11.6239,,0.76057,0.196665,,467.87
2017-12-15,0.386849210309291,41.5816,0.273762739537972,19665.3949272416,1816.40190359523,0.345269207812753,,,,1000.93323770647,8.4976817922525,702.244612799479,34.6948,1.75023218880101,300.812015629059,,14.3099,,0.762863,0.232815,,466.34
2017-12-16,0.468938129584137,42.9993,0.323472396975139,19423.5801532525,1876.69643895705,0.433549056037159,,,,1110.76755432571,8.12678744501143,728.700471211578,34.8287,2.29352954206521,322.51878387701,,15.4971,,0.729334,0.264334,,536.937
2017-12-17,0.494646414634735,54.971,0.395977465929433,19188.0539569348,2208.31070666681,0.398151625490467,,,,1191.08831363877,8.88084344111963,798.115404033608,39.665,2.74685452465568,360.661761688956,,18.3332,,0.776894,0.274546,,589.445
2017-12-18,0.560256036525944,104.627,0.390932008783144,18174.1867596316,2857.52968749365,0.451875490859165,,,,1205.31037408854,11.5667270110243,829.989201766042,40.4058,2.52911176998239,355.498945121761,,18.0844,,0.792545,0.262449,,613.15
2017-12-19,0.589060610745641,89.3287,0.38656401776355,17059.8883502646,3785.81976542594,0.387331798402805,,,,1493.59076136169,10.7634715932882,813.403602277568,43.2426,2.46307225703385,310.149356637793,1089.36710826119,17.72,,0.774137,0.250978,,674.277
2017-12-20,0.609004589630528,83.3118,0.388413248705969,16355.2382257401,3194.08607926986,0.451206301169457,,,,1473.94129746561,10.9466716769235,812.885159103535,42.1126,2.43084518201932,315.151977348519,1514.26003115432,16.8845,,1.15914,0.256514,,646.883
2017-12-21,0.507594752160214,63.3894,0.307682440977771,14084.8249267767,2559.08560059096,0.428625944054276,,,,1222.69366062594,8.7883041297265,669.276492289395,31.3360743814609,1.98797976529722,261.529860312372,873.829215655813,13.0636,,1.10586,0.221909,,540.137
2017-12-22,0.685840803683227,74.5826,0.347187819010644,15241.9164656487,3099.9861375599,0.640988279822039,,,,1349.25005171665,8.56988585482654,715.719068265809,34.007492836825,2.28136459057649,288.083102866388,1042.82086461945,14.8851,,1.17695,0.242832,,602.562
2017-12-23,0.656326738091234,69.0952,0.387197717100367,14451.1145466743,3156.73991645466,0.571485769080935,,,,1234.33923246057,8.10447285262575,686.208308919806,28.2342406670277,2.42080485517568,278.464135209187,1240.92627853925,14.06,,1.0328,0.222466,,525.084
2017-12-24,0.714812390240549,70.4514,0.397612511202326,14302.7537081839,2840.43071244042,0.516110799071259,,,,1201.76356006422,8.06762516078813,733.902545910265,28.343989366942,2.49144983087307,270.867365845771,1581.32764335045,15.6197,,1.12038,0.229,,558.857
2017-12-25,0.680873777898979,85.6478,0.426001507665962,16616.6820570844,3074.04131166184,0.543293292052107,,,,1239.43090170353,8.6596399756881,774.110198124999,30.2300153034103,2.54981690834128,294.990835318576,1225.30416072998,15.0985,,1.18401,0.224421,,572.05
2017-12-26,0.702709894946318,80.431,0.425591098730108,16373.0810795739,2853.22263228605,0.535789659885158,,,,1193.00511220828,8.87168385282068,764.967062014162,28.7952261627746,2.44129653475178,271.537978456558,1148.85741564924,15.1059,,1.40645,0.229655,,553.825
2017-12-27,0.679680694995058,73.2297,0.401412867460496,15067.8994980567,2608.98138846749,0.533573049166275,,,,1151.8553373446,9.61406783973103,736.840047017461,26.9653630343369,2.41211518099193,254.039084701569,1073.7514622109,15.0375,,1.43294,0.223875,,505.111
2017-12-28,0.712690446141663,77.3625,0.396314025127602,15096.5594360709,2730.93548872177,0.506375342669138,,,,1136.27370986532,9.65467136266722,755.343641318154,27.319976659371,2.55831519879077,248.070088117097,1079.05724785456,16.0562,,2.20813,0.320872,,572.832
2017-12-29,0.730051790061279,65.5599,0.373324240722096,13620.3618741461,2360.84140670088,0.617943165565106,,,,1070.55537185723,7.43894488426932,736.909191519636,24.9855861246414,2.32600770527936,223.400325158751,1017.07005329947,16.2294,,2.17644,0.326235,,484.815
2017-12-30,0.973006153560385,70.5204,0.441489934817495,14839.5907854184,2537.07648390444,0.645972637178712,,,,1082.0221872016,8.97135924592123,774.696255457107,26.1123420812103,2.740558083566,237.571416181209,1009.35899719892,19.9452,,2.28004,0.357649,,506.835
2017-12-31,0.914391764065593,75.3532,0.48914466083044,14093.6068305274,2426.97007748231,0.751033001487362,,,,1064.80615962946,7.67227821415548,776.080330355968,30.1035193322699,3.14899810854338,230.46212028623,1090.00686388653,19.5882,,2.31012,0.496803,,597.002
2018-01-01,0.927922111592778,78.9095,0.586436301392271,15321.9328517642,2627.02694026937,0.68938823979678,,,,1194.63622895994,9.50403557859302,876.890258814416,35.4588931063982,3.52658090978332,255.048185035276,1117.46112055627,20.229,,2.45529,0.553798,,580.602
2018-01-02,1.008425317360259,77.3576,0.6748210059392118,15583.8855377593,2630.5118110174667,0.7046229508546422,,,,1161.0020285088233,10.090183592923779,963.0557506903511,36.998282234151944,3.7337686261617073,248.04219364630376,1152.9711252514403,20.6322,,3.12571,0.875563,,580.556
2018-01-03,1.1014883748555717,73.7393,0.6679898086589636,15976.365194174,2458.8943716566214,1.0368260436887946,,,,1177.1320888259083,11.713283945776041,978.416104183522,40.89900247402674,3.6330351142530346,244.83437239359276,1021.2134904961083,20.0441,,3.22005,0.7551188319281829,,594.535
2018-01-04,1.1965605372642152,72.2988,0.5961234152112559,18336.9229801691,2551.321684963187,0.9965746466185855,,,,1149.21114384721,9.673191741047242,1004.8949722625625,32.30320398453007,3.354561863137418,254.1385250810076,1125.1693672113006,18.237,,2.93138,0.7032173861675213,,588.629
2018-01-05,1.441296013677956,77.231,0.7033332590223136,18343.6624934071,2674.2478384257674,1.1388894192046262,,,,1220.5137804803062,10.019651748739651,1052.02336010703,34.72444537955773,4.127952360881763,289.9300333581779,1368.3534054385113,19.3166,,3.09163,0.7444532340531758,,762.449
2018-01-06,1.4292565053192736,80.2748,0.7893564968961119,17039.8739138488,2633.2100734137102,1.3434661973951738,,,,1206.5815350149987,10.355536936383595,1137.6549188901813,35.584031466820576,5.263858850214925,278.97598168335605,1466.645856011889,23.9366,,3.39845,0.7266447544486768,,880.204
2018-01-07,2.039065137621982,94.7728,0.8982375429504956,15900.3650216006,2529.0606613895993,1.4528740664515702,,,,1134.7737169852383,9.913628218975312,1184.92393027798,35.20606584422456,4.873198623725537,263.7463834051953,1376.0701512548856,24.0176,,2.4485,0.65913497872435,,693.894
2018-01-08,2.3272270798217423,91.0719,0.959505426969072,15604.7234082405,2541.258887652393,1.3307473246819825,,,,1176.5068460007888,9.587459968078843,1361.4396682787146,40.058547629388464,5.801361033273683,258.71996457839646,1500.6861184529948,25.1972,,2.14126,0.6281801529637477,,670.948
2018-01-09,2.2349611511710816,102.04,0.8300936147325196,15509.2701268168,2988.6397693439667,1.2089402110326044,,,,1136.5930458805615,12.317891161141818,1345.5876017375906,37.50917124397636,5.382990055789288,253.7921714393668,1136.1938351196568,22.958,,1.95614,0.5842686064187144,,719.896
2018-01-10,1.946629260813379,102.5,0.681562921109778,14050.5696063543,2560.7709820022765,1.084600009579238,,,,1040.703885727316,12.353223682722907,1181.6514100305303,33.69114942330523,4.414595882421037,233.34334721111807,1301.3224060538419,21.5291,,1.93361,0.5771280911334775,,654.486
2018-01-11,2.347813453677077,106.181,0.787087013405044,14759.294629915,2753.5913284658327,1.1189166788534954,,,,1102.7361415937028,16.684080884761755,1315.6187580839762,42.42269194901564,4.930853643598827,246.19188649019114,1408.7445306002385,22.9886,,2.02577,0.7148524663777003,,694.369
2018-01-12,2.496938829704508,105.776,0.8066492485728424,15193.3148979847,2813.391336009015,1.1661706267120107,,,,1154.9298916627804,18.79358546389613,1448.1800861342022,43.7603933942977,4.772232519669274,268.36811528589226,1640.9677514792957,25.6207,,2.0225,0.7088513630982703,,701.982
2018-01-13,2.0909711263196744,95.1277,0.6964775699962438,14476.5889713691,2659.1092627106896,1.0641862131056514,,,,1050.9275640553442,15.881748161804712,1410.0002145085193,44.34392489236065,4.419938142539195,247.8011550075546,1464.618604974816,23.9823,,1.86561,0.6585609133654325,,679.102
2018-01-14,1.8292965789595161,91.2755,0.7318793348611027,14411.9977069182,2522.191431725442,0.9321538428398722,,,,979.0225875829447,14.882865364320084,1329.6713965043375,41.56634459128614,4.911665278651135,241.1518060528049,1218.746545143824,22.6233,,1.66706,0.6292995565578285,,629.814
2018-01-15,1.6085314384816687,66.5188,0.4982696146891589,11723.9135206658,1802.0308220427094,0.7669852676254107,,,,765.4089691423536,11.069224393330352,1068.6004106894156,30.034443028719263,3.4739666719017706,189.47312838641994,1126.0845404966565,17.5821,,1.19515,0.4558429996410159,,514.258
2018-01-16,1.55906738226178,65.5169,0.6020677180154919,11415.3928442768,1783.3999043673925,0.7178431073085161,,,,807.6516965404498,11.715402450850448,1022.3652131699663,30.59887027857512,3.262824487555289,188.9409013269934,1108.2029352950472,18.0684,,1.29116,0.490331113946438,,500.903
2018-01-17,1.6745093807233293,64.4806,0.6010510322423741,11569.4249920858,1764.423149102159,0.752922622567753,,,,840.5797388179533,12.201847724961748,1036.072312788025,30.33482432219334,3.3126999286367047,194.75533862933017,1559.9881116401477,17.612,,1.61161,0.5163488329224701,,489.314
2018-01-18,1.8555672075132674,77.6431,0.6083126307949929,11758.4693327652,1801.5304449424086,0.8330064581917924,,,,857.4981392306627,12.644156989599097,1046.8985973958734,31.565332983673194,4.098418970861096,194.58350142038915,1560.428360345593,18.3167,,1.54157,0.5148648122823989,,521.698
2018-01-19,2.1102050666300243,97.0341,0.6771929023485369,13260.2711872786,2093.9222902780148,1.2726402950608287,,,,951.9260233699952,18.18322938312809,1172.9172062239459,34.96847209036361,4.6135945615171705,214.4069154795011,1798.7046133748158,19.6845,,1.58205,0.5514678523689096,,555.079
2018-01-20,1.7427474277034412,88.3659,0.5667722392330966,11703.5048628599,1799.0420207621435,0.9072286703188935,,,,828.8552826039959,15.413647147155007,1053.6332024800395,31.790666829478134,3.713181145871639,191.5864761882356,1627.1574387337373,17.0248,,1.38127,0.4713872998441989,,488.293
2018-01-21,1.6954198161113527,82.5359,0.5187518290056579,10991.5950130802,1634.0174628998718,0.815217780236165,,,,767.6945935082166,15.363330320350512,1000.3871327788332,28.64421090824278,3.4912978582940255,179.92105838110913,1561.1736518331195,15.5223,,1.30411,0.49044936253744414,,441.984
2018-01-22,1.5973170676187396,88.5021,0.5887537136335776,10894.0009053405,1624.1609272846445,0.812958191760613,,,,761.1769469311037,13.428899866460071,991.665320638703,28.330892723605363,3.3840888764321,178.04211170597296,1557.3889233463376,16.1922,,1.34234,0.4882799727976316,,445.657
2018-01-23,1.6652035708532673,89.5904,0.5468487156540064,11277.1159704489,1638.0054374975166,0.7957870239137518,,,,784.7380656436918,14.852412578364719,1056.8792325682198,29.232768317299534,3.3683548498620186,178.96961254775655,1589.3745244188422,17.8942,,1.33309,0.5704118240737873,,451.079
2018-01-24,1.6313279598930193,87.9298,0.5573654825220384,11225.2544568853,1642.6441057235968,0.7616134945165636,,,,795.018446389443,14.962271169694345,1059.3154960264808,28.459192797968452,3.3964650105238863,179.06314382212614,1486.2758872432223,17.8288,,1.30965,0.61092841097626,,469.406
2018-01-25,2.034513678887078,82.8546,0.5573519810189955,11044.9072365744,1587.515108193545,0.7066018710304,,,,777.2004777873249,15.047846702196429,1048.7989058434846,28.181894567909026,3.7167431029341906,175.06149796221538,1480.7689158230578,16.3884,,1.21336,0.6293344624241071,,452.787
2018-01-26,2.0117230553894796,84.4538,0.6149861179344132,11456.2135062799,1638.7858552798177,0.8313773087220179,,,,777.438798012232,14.755230346904137,1095.7825142892807,28.233778347948114,3.800232410300431,179.6483041294699,1404.8949461470088,16.0585,,1.23119,0.6224182787903286,,457.225
2018-01-27,1.9791915631175279,84.6181,0.6523941699463387,11665.6969300847,1737.9160354741914,0.7619347513558986,,,,812.8462696917668,15.117420687126975,1237.3241758467964,32.09231670105955,3.9383938610684948,191.9302770791985,1494.3249126029318,17.1009,,1.41666,0.6156763800994806,,472.56
2018-01-28,1.8425687110510474,79.4719,0.6053741894232215,11157.6638878978,1642.4370033311743,0.6945892695385708,,,,765.4686082473115,13.950836902931414,1169.6342569193446,30.418252347816786,3.9254559615538493,179.2810953229547,1432.8769091850154,16.9094,,1.31967,0.5735735840050118,,448.219
2018-01-29,1.8293358931954495,,,,,,,,,,,,,,,,,,,,,
2018-01-30,1.5950327156695283,68.4749,0.5082252552522437,9989.68977659669,1453.6382475798143,0.5978898270462802,,,,675.1791498147209,11.371211492544377,1058.0960529662955,26.450049584266264,3.5772084654299894,163.53293484489572,1323.1264334339946,15.1164,,1.13747,0.4783117376282629,,388.129
2018-01-31,1.8309087870153233,67.9904,0.5165443366856067,10114.495086226,1474.8116340302306,0.6167796092171137,,,,694.4756776648577,12.169257166761538,1106.1381723552724,27.98993459917853,4.101398218265774,161.40740610710998,1353.8940597946664,15.5812,,1.14397,0.527564388791936,,396.031
